Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight
1859927.6,13.6,51.2,44.37788817,44.37788817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.2,0,0,0.8,0.8,988.6,49.2,469.2,153.9197619,139.759521,224.2,0.015851092,5.5,17.229768,197.6498101,28590.38933,0.9,38.5
2659567.8,17,64,49.26137554,49.26137554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4455.8,42,946,281.1405522,292.8736319,408,169402627.5,13.5,23.70309907,414.6941267,87558.61054,1,244.6
2397775.2,17,83.1,44.33169153,44.33169153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2269.4,129.2,872.4,436.218254,306.9191625,372.4,0.02372551,5.5,29.33785344,434.0492421,105344.3342,0.9,38.5
2400007.8,15.9,69.9,44.3211449,44.3211449,0,0,0,0,0.1,0.1,0,0,0,0,0,2.2,0,0.1,0,0,0,0,0,0.1,0.9,0,0,0,0,1,1,5367.4,66,969.6,348.4682761,338.7983115,310,169402627.5,13.5,26.42331528,480.0308284,115321.8028,1,244.6
813997.7,9.3,64,16.18479242,16.18479242,0,0,0,0,0.4,0.7,0,0,0,0,0,165,0,0,0,0,0,0,0,0.7,0.3,0,0,0,0,1,1,1315.6,159,834,324.250754,249.9194802,172.6,0.004861784,5.5,24.58507999,353.4395184,70831.76879,0.9,38.5
810442.5,9.3,64,15.82342861,15.82342861,0,0,0,0,0.3,0.7,0,0,0,0,0,123.5,0,0.2,0,0,0,0,0,0.7,0.3,0,0,0,0,1,1,2270.3,66,834,147.1776988,190.5077573,122.9,169402627.5,13.5,17.1481115,270.0676258,36606.19079,1,244.6
2672070.6,17,64,49.19404248,49.19404248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2304.6,90.4,787.6,368.3309524,303.807878,440.8,0.026012611,5.5,26.46885393,429.6492215,114669.2573,0.9,38.5
2407764.6,17,70.4,49.17995629,49.17995629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,1,0,0,0,0,1,1,5497,68,962,356.9072373,346.2350175,240,169402627.6,13.5,26.75768505,490.0074262,120189.6787,1,244.6
2410334.6,17,64,45.29777101,45.29777101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,1,0,0,0,0,1,1,1742.2,88.4,762.8,287.5009524,269.1911729,323.2,0.019461894,5.5,23.63137521,380.6938076,89573.08285,0.9,38.5
2681293.8,17,64,49.18424721,49.18424721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4883.8,66,970,315.7179442,324.1000569,284,169402627.6,13.5,25.16756784,458.9725348,105378.7496,1,244.6
543637.5,7.6,57.6,15.55492804,15.55492804,0,0,0,0,0.5,0.7,0,0,0,0,0,93.3,0,0,0,0,0,0,0,0.7,0.2,0,0.1,0,0,0.9,0.9,1249.3,76.2,817.2,241.5105159,267.3216646,173.7,0.008739209,5.5,21.71399364,378.0499236,86040.58234,0.9,38.5
4020.5,6,64,0.491629743,0.491629743,0,0,0,0,0.5,1,0,0,0,0,0,54.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2105.8,60,966,138.3743223,223.6727704,67,169402627.6,13.5,16.63383999,316.9872652,50586.47886,1,244.6
8438.6,6,64,0.963708021,0.963708021,0,0,0,0,0.6,1,0,0,0,0,0,111.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,389,68.1,87,72.8943254,7.000710634,69.1,4.89E-05,5.5,12.06713159,9.900499925,56.27121899,0.9,38.5
270476,7.1,64,5.180425328,5.180425328,0,0,0,0,0.6,0.9,0,0,0,0,0,28,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,1405.8,66,416.7,89.07570014,82.72062311,116.4,169402627.6,13.5,13.31643705,117.3514986,9480.636025,1,244.6
7990.8,6,64,0.914693825,0.914693825,0,0,0,0,0.7,1,0,0,0,0,0,105.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,386.6,66.6,83.2,70.34678571,5.839750088,69.3,6.43E-05,5.5,11.86043762,8.258653776,43.46637684,0.8,38.5
7243.7,6,64,0.742954233,0.742954233,0,0,0,0,0.6,1,0,0,0,0,0,84.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1094.1,66,105.2,70.4797375,9.74006748,71.7,169402627.6,13.5,11.87426777,13.80659494,103.1862184,1,244.6
1219.8,6,64,0.17451932,0.17451932,0,0,0,0,0.7,1,0,0,0,0,0,16.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,371.2,66.4,68,67.57619048,0.698304793,67.4,1.35E-05,5.5,11.62548813,0.987552108,0.612965986,0.8,38.5
5027.2,6,64,0.532876526,0.532876526,0,0,0,0,0.8,1,0,0,0,0,0,58.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1060.1,66,81.5,68.23415081,3.655158343,72.1,169402627.6,13.5,11.68237967,5.204589273,32.26766747,1,244.6
8530.8,6,64,0.955214524,0.955214524,0,0,0,0,0.6,1,0,0,0,0,0,109.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,378.6,66.2,77,68.44420635,3.575250542,69,1.39E-05,5.5,11.69954116,5.056167806,20.90297121,0.9,38.5
4224.7,6,64,0.509513882,0.509513882,0,0,0,0,0.4,1,0,0,0,0,0,56.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1059.8,66,86,68.43806793,4.768957099,66.8,169402627.6,13.5,11.70022762,6.756752466,22.96281258,1,244.6
5397.4,6,64,0.612358708,0.612358708,0,0,0,0,0,1,0,0,0,0,0,67.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,363,66,66,66,0,66,0.0001127,5.5,11.48912529,0,0,0,38.5
541561.8,8.2,64,10.35817685,10.35817685,0,0,0,0,0,0.8,0,0,0,0,0,58.5,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,1,1,1049.4,66,90,67.46165119,5.607353659,73.2,169402627.6,13.5,11.60581015,7.82689656,61.32077552,0.5,244.6
2686382.2,17,64,49.16750927,49.16750927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1950.2,103.2,668.4,352.3319048,224.8059178,390.8,0.023492098,5.5,26.44594789,317.9235778,58829.34144,0.9,38.5
2689745,17,64,49.15678711,49.15678711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5313,66,990,344.374173,308.0597852,266,169402627.7,13.5,26.21586032,436.6002187,95354.13266,1,244.6
2693443.4,17,64,49.15903449,49.15903449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2443.4,259.2,1074,570.1906349,340.509009,320.8,0.013929796,5.5,32.96434556,481.5524587,142829.5392,0.9,38.5
2697528.6,17,64,49.18478779,49.18478779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6528.6,66,1158,407.0795906,413.4417644,793.6,169402627.7,13.5,28.2828548,582.9179576,173248.1937,1,244.6
2708975,17,64,49.24661695,49.24661695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6831,1242,1242,1242,0,1242,0.001428199,5.5,49.83974318,0,0,0,38.5
2720229.4,17,64,49.319873,49.319873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,18085.4,360.4,1242,1166.805545,221.9100246,1090.4,169402627.7,13.5,48.3283645,313.8559995,51689.21211,1,244.6
2183630.9,14.8,64,39.70681042,39.70681042,0,0,0,0,0.2,0.2,0,0,0,0,0,25.6,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0,1,1,1912.5,73.2,810,328.4019048,300.2229888,286.5,0.018344092,5.5,25.07817126,424.5794225,110866.6304,0.9,38.5
7757.4,6,64,0.858587629,0.858587629,0,0,0,0,1,1,0,0,0,0,0,99.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3359,66,978,221.5355387,282.4757526,89.7,169402627.7,13.5,21.03195144,400.3307427,80522.16282,1,244.6
4787.1,6,64,0.565734611,0.565734611,0,0,0,0,1,1,0,0,0,0,0,63.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,468.2,81.5,89.8,85.44039683,2.950539204,84.3,0.000103402,5.5,13.07191251,4.172692559,10.08661218,0.9,38.5
556611.4,8.2,64,10.97641255,10.97641255,0,0,0,0,0.2,0.8,0,0,0,0,0,130,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,1,1,2324.5,71.2,1004.4,147.5283526,221.3214451,205.7,169402627.7,13.5,17.08745757,313.818258,60553.79621,1,244.6
3076.6,6,64,0.382713073,0.382713073,0,0,0,0,0,1,0,0,0,0,0,41,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,363,66,66,66,0,66,1.15E-05,5.5,11.48912529,0,0,0,38.5
551260.4,8.2,64,10.48959556,10.48959556,0,0,0,0,0,0.8,0,0,0,0,0,71,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,1,1,1032.6,66,75.6,66.49263158,2.117960762,70.8,169402627.7,13.5,11.53268984,3.031578947,22.97617729,0.2,244.6
2732000.6,17,64,49.332865,49.332865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2220.6,152.4,967.2,439.1,318.641883,354,0.026136589,5.5,29.42882759,450.6276725,113405.3476,0.9,38.5
2736040.6,17,64,49.31058107,49.31058107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6260.6,66,1082,403.3133106,377.8425757,464.8,169402627.8,13.5,28.36165143,535.3858679,143388.9643,1,244.6
2191629,14.8,63.4,39.45649874,39.45649874,0,0,0,0,0.2,0.2,0,0,0,0,0,2.1,0,0.2,0,0,0,0,0,0.2,0.8,0,0,0,0,1,1,1240.2,82.4,548.4,203.1315873,155.2014165,331.6,0.017885303,5.5,19.89290414,219.4879481,42961.68154,0.9,38.5
1645493.6,11.4,68,34.55171367,34.55171367,0,0,0,0,0,0.2,0,0,0,0,0,3.2,0,0.1,0,0,0,0,0,0.2,0.6,0,0.2,0,0,0.8,0.8,4471.8,63,1230,289.8102843,345.613002,216.4,169402627.8,13.5,24.10814035,489.597406,119966.0423,1,244.6
836727.3,9.3,64,16.21550076,16.21550076,0,0,0,0,0.4,0.7,0,0,0,0,0,170.6,0,0,0,0,0,0,0,0.7,0.3,0,0,0,0,1,1,1272.3,89,799.6,241.2451984,254.8607029,183.7,0.008098888,5.5,21.70767763,360.4274625,80469.02301,0.9,38.5
832896,8.7,74.4,15.81871144,15.81871144,0,0,0,0,0.3,0.6,0,0,0,0,0,123.2,0,0,0,0,0,0,0,0.6,0.3,0,0.1,0,0,0.9,0.9,2454.4,64.8,954,158.7518611,225.0111527,126.4,169402627.8,13.5,17.83790791,318.8485012,50958.54555,1,244.6
1649014,13.1,76.7,29.61706093,29.61706093,0,0,0,0,0.1,0.2,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0.2,0.7,0,0.1,0,0,0.9,0.9,1523.1,60.6,655.6,222.1265476,243.0410881,376,0.01442759,5.5,20.19982347,343.7120029,84295.31958,0.9,38.5
2748650.2,17,64,49.26153081,49.26153081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5226.2,60,968.4,339.3012675,349.8825405,317.6,169402627.8,13.5,25.89246999,490.3536772,120444.6799,1,244.6
1926747.9,13.7,117.7,34.53826508,34.53826508,0,0,0,0,0.1,0.3,0,0,0,0,0,7.3,0,0.2,0,0,0,0,0,0.3,0.7,0,0,0,0,1,1,1315.3,60,773.2,228.4682143,262.272083,219.3,0.018672299,5.5,21.00980342,370.9087368,85606.0331,0.9,38.5
2203947.1,14.8,76.8,39.4436434,39.4436434,0,0,0,0,0.2,0.2,0,0,0,0,0,7.1,0,0.2,0,0,0,0,0,0.2,0.8,0,0,0,0,1,1,4087.3,54,939.2,257.5011765,298.5799984,399.8,169402627.9,13.5,22.68087944,422.95614,90372.08577,1,244.6
1657605.7,14.8,76.2,34.69389611,34.69389611,0,0,0,0,0.1,0.2,0,0,0,0,0,28.2,0,0.1,0.1,0,0,0,0,0.2,0.8,0,0,0,0,1,1,1720.8,109.6,760.4,325.4973016,263.1536507,295,0.017931604,5.5,25.29331806,372.1554618,79906.90628,0.9,38.5
19804.2,6,64,2.045615523,2.045615523,0,0,0,0,0.5,1,0,0,0,0,0,246.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3391.6,54,934,223.7741698,283.584099,80.6,169402627.9,13.5,21.14514823,401.822454,81111.75639,1,244.6
2209234,15.9,69.8,44.49119422,44.49119422,0,0,0,0,0,0.1,0,0,0,0,0,24.8,0,0,0.1,0,0,0,0,0.1,0.9,0,0,0,0,1,1,1312.6,66,602,197.9025397,196.71067,298,0.014406991,5.5,19.26090744,278.1908974,55503.75348,0.8,38.5
1933695.6,17,64,37.17812723,37.17812723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,1,0,0,0,0,1,1,4015.4,65.6,930,260.0716821,289.0228987,226.8,169402627.9,13.5,22.84511908,409.2990024,84031.70694,1,244.6
2212456.6,14.8,63.5,39.5213851,39.5213851,0,0,0,0,0,0.2,0,0,0,0.4,0,4.7,0,0.2,0,0,0,0,0,0.2,0.8,0,0,0,0,1,1,1263.8,66,686,199.0884127,213.9222136,228.8,0.020779181,5.5,19.48754927,302.5316958,62799.46619,0.9,38.5
2491050.4,17,83.1,44.28305979,44.28305979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4900.6,66,1078,315.7389979,339.6860326,436,169402628,13.5,25.09322652,481.5083362,116031.7855,1,244.6
2495380.6,15.9,64,44.44267838,44.44267838,0,0,0,0,0.1,0.1,0,0,0,0,0,24.7,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,1,1,2002.8,94.8,938.4,362.5925397,316.5639656,341.8,0.029627204,5.5,26.54902634,447.6890536,113416.8902,0.9,38.5
19652.6,6,64,2.045149368,2.045149368,0,0,0,0,0.5,1,0,0,0,0,0,248.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3838.2,66,1230,253.7646944,339.7411973,80.6,169402628,13.5,22.50534509,481.4613122,116420.1856,1,244.6
1391581.8,11.5,64,25.07107323,25.07107323,0,0,0,0,0.2,0.5,0,0,0,0,0,60.6,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1,1,931,66,425.8,133.8757143,134.458744,249.6,0.010146213,5.5,15.72259066,190.1533794,42083.95074,0.9,38.5
2775582.6,17,64,49.12853448,49.12853448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3876.6,66,938,248.738236,302.1233725,260.4,169402628,13.5,22.34308892,427.8270026,91711.53016,1,244.6
2778910.6,17,64,49.12451721,49.12451721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2104.6,159.6,930,463.7239683,327.7130312,304,0.01943891,5.5,29.95581488,463.4562133,120105.2237,0.9,38.5
2781272.2,17,64,49.14155771,49.14155771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4466.2,62,930,288.095943,304.160401,240,169402628.1,13.5,24.03699719,430.7695868,92911.1092,1,244.6
2788669,17,64,49.1688506,49.1688506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6423,834,1201.2,1122.498095,141.6580455,1201.2,0.001961708,5.5,47.32143519,200.3347292,22958.72358,0.9,38.5
2800454.2,17,64,49.24488063,49.24488063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,18208.2,665.2,1242,1181.69736,158.6726902,929.6,169402628.1,13.5,48.71113521,214.6513045,28132.39387,1,244.6
2248047.4,14.8,64,39.81258826,39.81258826,0,0,0,0,0.1,0.2,0,0,0,0,0,49.9,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0,1,1,2137,117.6,841.2,394.6988889,286.4312282,336.2,0.0225137,5.5,28.01322955,405.0749276,94071.38117,0.9,38.5
14697.6,6,64,1.458539089,1.458539089,0,0,0,0,0.5,1,0,0,0,0,0,178.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3825.4,66,942,252.9179316,299.8891193,81,169402628.1,13.5,22.47890859,424.8220347,90566.82169,1,244.6
7555,2.4,25.6,2.047163804,2.047163804,0,0,0,0,0.2,0.4,0,0,0,0,0,100.2,0,0,0,0,0,0,0,0.4,0,0,0.6,0,0,0.4,0.4,357.6,53.5,85,69.1631746,12.74540245,60.8,0.004244995,5.5,11.73976945,18.024721,191.7054706,0.9,38.5
2528113.8,17,70.4,44.31834373,44.31834373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2840.2,42,934,178.0108273,255.831435,378.8,169402628.1,13.5,18.76912825,362.568069,65996.81076,1,244.6
2812364.2,17,64,49.20392509,49.20392509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2152.2,157.6,966.4,460.0050794,362.3634753,310.4,0.020792007,5.5,29.88735031,512.4593413,146792.2725,0.9,38.5
2815189.8,17,64,49.20814696,49.20814696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4977.8,66,970,319.8977947,345.1397593,377.6,169402628.2,13.5,25.16306184,485.4786896,117927.9306,1,244.6
2819063.8,17,64,49.18569104,49.18569104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1971.8,82.8,776,327.0028571,275.4806095,437.6,0.031622386,5.5,25.26847082,389.5884141,87014.75039,0.9,38.5
13717.8,6,64,1.418405789,1.418405789,0,0,0,0,0.5,1,0,0,0,0,0,173.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4805,66,950,318.4508051,337.73531,78.4,169402628.2,13.5,25.2156782,478.3277537,114622.7883,1,244.6
13812.6,6,64,1.418220199,1.418220199,0,0,0,0,0.5,1,0,0,0,0,0,175.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,447.2,70.5,111,84.91551587,15.22510087,78.4,0.000100493,5.5,13.01450572,21.53154414,262.760578,0.9,38.5
2822829,17,64,49.1515797,49.1515797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2145,66,615.6,131.511601,134.7733114,341.2,169402628.2,13.5,15.87066016,186.277055,25842.33646,1,244.6
2826462.2,17,64,49.13634847,49.13634847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1582.2,68.4,765.2,258.5938095,264.9283748,318.8,0.023324013,5.5,22.22620995,374.6653007,87850.91695,0.9,38.5
2829701.4,17,64,49.12778397,49.12778397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4821.4,66,934,307.9482708,315.0617237,352.4,169402628.3,13.5,24.7400766,445.7573072,99510.67581,1,244.6
2550046.2,15.3,57.6,49.1153155,49.1153155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.1,0,0,0.9,0.9,1924,105.8,852.8,347.8227778,283.2374214,319,0.025446701,5.5,26.19269739,400.5582027,89986.79825,0.9,38.5
582442.6,8.2,64,11.45538824,11.45538824,0,0,0,0,0.4,0.8,0,0,0,0,0,203.6,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,1,1,4521.1,60,1042,299.6586727,340.8522327,166.1,169402628.3,13.5,24.45915482,482.80781,116848.0272,1,244.6
579041.6,8.2,64,10.93465085,10.93465085,0,0,0,0,0.4,0.8,0,0,0,0,0,138.4,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,1,1,578.8,70.5,212.4,100.4181746,47.4194085,137,0.003754497,5.5,14.1006234,67.06117062,5756.438628,0.9,38.5
2271090.3,14.2,75.8,44.22443275,44.22443275,0,0,0,0,0.1,0.1,0,0,0,0,0,6,0,0.1,0,0,0,0,0,0.1,0.8,0,0.1,0,0,0.9,0.9,3115.7,60,944.4,195.4227265,250.0461838,321.3,169402628.3,13.5,19.70777625,354.4502235,65333.33541,1,244.6
2557899.3,15.9,82.2,44.21042841,44.21042841,0,0,0,0,0,0.1,0,0,0,0,0,6.1,0,0.1,0,0,0,0,0,0.1,0.9,0,0,0,0,1,1,2148.6,87.6,918,373.5484127,348.5720882,368,0.022841311,5.5,26.87489222,492.9553746,136022.061,0.9,38.5
2277279.1,14.8,64,39.33109639,39.33109639,0,0,0,0,0.1,0.2,0,0,0,0,0,12.5,0,0.2,0,0,0,0,0,0.2,0.8,0,0,0,0,1,1,5770.1,66,1010,371.7267542,368.0144274,403.5,169402628.4,13.5,27.14635573,518.2347246,134388.6959,1,244.6
2848835.4,17,64,49.01343633,49.01343633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1823.4,66,782.4,289.3520635,274.1656388,352,0.024631882,5.5,23.49016205,387.7287647,91937.47035,0.9,38.5
20594.2,6,64,2.043750755,2.043750755,0,0,0,0,0.5,1,0,0,0,0,0,256.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3965,66,1074,262.1413609,304.2430158,80.6,169402628.4,13.5,22.88575828,430.9691917,93190.06659,1,244.6
1430092.3,12.6,86.7,25.00346093,25.00346093,0,0,0,0,0.3,0.4,0,0,0,0,0,56,0,0,0.1,0,0,0,0,0.4,0.6,0,0,0,0,1,1,972.5,67.7,474.4,148.2319841,138.4081742,214.7,0.013164997,5.5,16.82176024,195.7387171,33391.69298,0.9,38.5
1998259.4,15.9,64,34.41101061,34.41101061,0,0,0,0,0,0.1,0,0,0,0,0,2.4,0,0,0.1,0,0,0,0,0.1,0.9,0,0,0,0,1,1,3626.8,66,1039.2,235.3576987,293.8810533,270.4,169402628.4,13.5,21.52768807,412.0287214,85511.10012,1,244.6
2856004.2,17,64,48.9900434,48.9900434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1532.2,78,770,268.8534921,244.9041487,239.2,0.018067598,5.5,22.86354994,346.3467685,70062.39283,0.9,38.5
2858815.4,17,64,49.01514211,49.01514211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4343.4,66,962,278.1886771,274.3717153,318.4,169402628.5,13.5,23.6032163,388.8803259,76112.09181,1,244.6
2864666.2,17,64,49.05428195,49.05428195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4618.2,66,1009.2,675.3361905,424.1442725,1009.2,0.003001904,5.5,34.71068494,599.8305825,224814.5886,0.9,38.5
2876909.8,17,64,49.12640791,49.12640791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,16861.8,66,1242,1083.083,393.5804983,1221.6,169402628.5,13.5,46.52436643,557.7119501,156478.7566,1,244.6
2599264.2,17,83.1,44.29062166,44.29062166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5214.6,643.2,1242,1046.35619,246.102847,753.6,0.008465004,5.5,45.52931411,348.0419839,114541.9991,0.6,38.5
2891107.4,17,64,49.2102339,49.2102339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8997.4,66,1242,589.4656423,490.1990394,290.4,169402628.5,13.5,34.37491522,693.3351361,240441.7814,1,244.6
1744326.8,12.6,64,30.34806197,30.34806197,0,0,0,0,0.2,0.4,0,0,0,0,0,103.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0,0,1,1,855.2,83.2,383.6,162.6835714,104.9336536,132.3,0.010945415,5.5,17.96618113,148.3985961,13101.34373,0.9,38.5
14475.8,6,64,1.45670567,1.45670567,0,0,0,0,0.5,1,0,0,0,0,0,183.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1767.8,66,438,115.3617298,90.60050593,78.5,169402628.5,13.5,15.19658752,128.3521625,8283.259464,1,244.6
2320421.4,14.8,64,39.78177221,39.78177221,0,0,0,0,0.1,0.2,0,0,0,0,0,51.9,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0,1,1,1815.6,67.9,684.2,288.630119,256.8161687,375.1,0.018155193,5.5,23.37848133,363.1929089,82272.48545,0.9,38.5
2898695.8,17,64,49.2043967,49.2043967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5300.8,66,927.6,341.2135373,326.3958659,287.2,169402628.6,13.5,26.16806963,461.9431543,106788.8547,1,244.6
2902228.2,17,64,49.18991111,49.18991111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2210.2,154.8,914,469.5725397,321.6992286,304,0.020380878,5.5,30.29293087,454.9514121,115444.7888,0.9,38.5
2905121.4,17,64,49.19284588,49.19284588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5103.4,66,934,327.4000719,328.4458448,357.6,169402628.6,13.5,25.62522123,465.0343332,108179.3648,1,244.6
2039001.8,13.1,57.6,39.77122379,39.77122379,0,0,0,0,0.1,0.2,0,0,0,0,0,51.9,0,0,0,0,0,0,0,0.2,0.7,0,0.1,0,0,0.9,0.9,995.2,63.6,469.2,154.239127,143.4888903,206.3,0.017769289,5.5,17.23490288,202.9239348,30941.55996,0.9,38.5
20947,6,64,2.04299367,2.04299367,0,0,0,0,0.5,1,0,0,0,0,0,260.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2497.6,60,834,164.0753096,215.3162968,80.5,169402628.6,13.5,18.11716902,305.0845184,46818.84862,1,244.6
1748493,12.6,64,29.81571931,29.81571931,0,0,0,0,0.2,0.4,0,0,0,0,0,37.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0,0,1,1,814.2,68.2,323.8,123.3630159,85.06480947,213.6,0.008514094,5.5,15.36368889,120.2998072,15459.57513,0.9,38.5
2911888.2,17,64,49.19241594,49.19241594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3708.2,66,855.6,235.7154874,257.3693837,335.6,169402628.6,13.5,21.64811533,364.6652187,66976.15838,1,244.6
2333280.9,14.8,100.4,39.43939826,39.43939826,0,0,0,0,0.1,0.2,0,0,0,0,0,12.9,0,0.2,0,0,0,0,0,0.2,0.8,0,0,0,0,1,1,1736.7,82.8,827.6,289.8432143,296.938561,323.5,0.022371912,5.5,23.62253551,419.9345401,109934.0206,0.9,38.5
